gene_symbol	proteomics_architecture_class	flu_logFC	flu_FDR	rsv6884_logFC	rsv6884_FDR	rsv10558_logFC	rsv10558_FDR	flu_vs_rsv_logFC	flu_vs_rsv_FDR	iav_screen_p	iav_rank	iav_percentile	iav_validation_p	iav_combined_p	iav_combined_fdr	iav_multiple_sgrna_support	iav_primary_hit	rsv_viability_pos_rank	rsv_viability_pos_p	rsv_viability_pos_fdr	rsv_viability_pos_lfc	rsv_viability_neg_rank	rsv_viability_neg_p	rsv_viability_neg_fdr	rsv_viability_neg_lfc	rsv_viability_pos_percentile	rsv_viability_neg_percentile	rsv_early_pos_rank	rsv_early_pos_p	rsv_early_pos_fdr	rsv_early_pos_lfc	rsv_early_neg_rank	rsv_early_neg_p	rsv_early_neg_fdr	rsv_early_neg_lfc	rsv_early_pos_percentile	rsv_early_neg_percentile	iav_top1pct	iav_top5pct	iav_top10pct	rsv_viability_pos_top1pct	rsv_viability_pos_top5pct	rsv_viability_pos_top10pct	rsv_viability_neg_top1pct	rsv_viability_neg_top5pct	rsv_viability_neg_top10pct	rsv_early_pos_top1pct	rsv_early_pos_top5pct	rsv_early_pos_top10pct	rsv_early_neg_top1pct	rsv_early_neg_top5pct	rsv_early_neg_top10pct
SIPA1L2	shared_core	0.788935599877234	0.0286585772142102	0.506620212027641	0.0188234218561325	1.1492899557258	0.0404802100348659	0.282315387849594	0.443034222509803	0.77298138	7888.0	0.4312975012302477				False	False	20546.0	0.98746	0.999999	-1.16e-05	1307.0	0.055376	0.856515	-1.16e-05	0.9823101931535666	0.06248804742780646	19276.0	0.92666	0.999997	-5.72e-06	3186.0	0.14187	0.920041	-5.72e-06	0.9216351900549845	0.15233086301697346	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False
SLC16A3	shared_core	0.678491022256228	0.0036040650914958	0.713009290342153	2.62076269258142e-07	0.988400422077096	0.0136861389834591	-0.0345182680859253	0.919007926311265	1.0	16882.0	0.9230685111269069	0.956104786754			False	False	11608.0	0.56195	0.999999	4.55e-06	10760.0	0.52215	0.999988	4.55e-06	0.5549818320902659	0.5144387072097916	3632.0	0.17588	0.999997	1.42e-07	14157.0	0.70239	0.999999	1.42e-07	0.17365527133636147	0.676882620129094	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SLC26A8	shared_core	2.26482169803146	6.36727220780951e-08	1.72481440600983	1.47622516817733e-10	1.87931797852942	0.0003801503285363	0.540007292021627	0.213355380286229	0.80030293	8732.0	0.47744545901908253				False	False	849.0	0.042768	0.999999	4.79e-06	16461.0	0.80769	0.999988	4.79e-06	0.04059093516924842	0.7870051635111877	6631.0	0.32158	0.999997	5.39e-07	20013.0	0.9678	0.999999	5.39e-07	0.31704518288309824	0.9568730576141525	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False
SLC2A14	shared_core	0.945877764602003	0.002124582705314	0.907697387918186	8.2785504862668e-07	0.994568388964586	0.0404802100348659	0.0381803766838171	0.93302875861129	0.70730891	6164.0	0.3370331893487889				False	False	2074.0	0.10251	0.999999	1.18e-06	11805.0	0.57434	0.999988	1.18e-06	0.09915853891757506	0.5644004589787722	13909.0	0.67408	0.999997	5.84e-07	10759.0	0.52964	0.999999	5.84e-07	0.6650251016017212	0.5144154912742052	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
SLC2A3	shared_core	0.545619634705547	0.0241776950527462	0.611887983523074	1.01101363650283e-05	1.10272225476014	0.0010032659628475	-0.0662683488175269	0.833870329262889	0.29068192	1039.0	0.05681010443435945	0.227800063653			False	False	20772.0	0.99605	0.999999	-5.34e-06	508.0	0.019237	0.773054	-5.34e-06	0.9931153184165232	0.024287626697265252	7692.0	0.3734	0.999997	-4.86e-07	6554.0	0.31206	0.982703	-4.86e-07	0.36777432464738224	0.3133636146306479	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False
SLC30A1	shared_core	0.616031137148588	0.0003376030360011	0.851560084361042	5.6696190454731605e-15	0.56366659038837	0.0451001673453349	-0.235528947212454	0.159904904026469	0.62025193	4459.0	0.24380775329432994				False	False	6727.0	0.32804	0.999999	3.72e-07	10498.0	0.50937	0.999988	3.72e-07	0.321619812583668	0.5019124115509658	15566.0	0.75244	0.999997	7.92e-07	17412.0	0.85541	0.999999	7.92e-07	0.7442505378914654	0.8325125508008606	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SPI1	shared_core	0.616518253159525	0.0234759278491691	0.622308356682517	6.76381516802635e-05	1.08362322986696	0.0019971725705135	-0.0057901035229921	0.986935171743475	0.50431963	2797.0	0.15293345726939692				False	False	2068.0	0.10221	0.999999	3.2e-06	15429.0	0.75785	0.999988	3.2e-06	0.0988716771849302	0.7376649454962708	20092.0	0.96555	0.999997	-3.22e-06	2027.0	0.085526	0.865855	-3.22e-06	0.9606502510160172	0.09691608893138895	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
SQRDL	shared_core	0.774620123851232	8.39026196538449e-05	0.792731792158698	9.466090388630919e-11	1.14486609556563	0.0038048633696418	-0.0181116683074656	0.951366955534272								False	20418.0	0.98142	0.999999	-8.8e-06	4543.0	0.20663	0.938447	-8.8e-06	0.9761904761904762	0.2172021419009371	4758.0	0.23068	0.999997	-3.28e-06	9157.0	0.44654	0.999999	-3.28e-06	0.2274922304566101	0.43781974659335404	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
SRPK1	shared_core	0.462918080438591	0.0097904885495248	0.407167318157105	0.0001023725432611	0.871124486505537	0.009682173597536	0.0557507622814857	0.809793952213695	0.50635284	2824.0	0.1544097544972388				False	False	9050.0	0.43908	0.999999	-1.19e-06	12172.0	0.59458	0.999988	-1.19e-06	0.43268311340600496	0.5819468349588831	7570.0	0.36717	0.999997	2.55e-06	18000.0	0.88414	0.999999	2.55e-06	0.3619411905331102	0.8606263447286636	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
STAT1	influenza_amplified	1.34311045099579	3.2957177541275e-05	0.712940243681041	0.0004104806745081	1.23335959762806	0.0106355720001581	0.630170207314746	0.0335429382267209	0.61607296	4392.0	0.24014434906227788	0.889289092416			False	False	6847.0	0.33423	0.999999	-3.25e-06	7666.0	0.36598	0.985538	-3.25e-06	0.32735704723656533	0.3665136737425894	8527.0	0.41294	0.999997	2.66e-06	7981.0	0.38586	0.998112	2.66e-06	0.4076978245278508	0.38159215873774804	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
STX10	shared_core	0.352333593723797	0.0325233471127011	0.361253658954405	0.0001225015456752	0.628434785605866	0.0136861389834591	-0.0089200652306082	0.968370931911492	1.0	17224.0	0.9417682760129039				False	False	1334.0	0.066818	0.999999	-3.81e-06	7006.0	0.33198	0.975073	-3.81e-06	0.06377892522470836	0.33495888315165423	18800.0	0.90341	0.999997	-2.01e-06	3411.0	0.15261	0.922361	-2.01e-06	0.898876404494382	0.16308869232608175	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
TAP1	shared_core	0.795095242019741	5.61428120108439e-06	0.652858013820472	2.7351395286229204e-09	0.911858859071394	0.0103029910306174	0.142237228199269	0.472281184053918	0.70188141	6031.0	0.32976105855979004				False	False	19964.0	0.96208	0.999999	-7.17e-06	2945.0	0.1305	0.91121	-7.17e-06	0.9544846050870147	0.14080130043985464	15930.0	0.76793	0.999997	-1.57e-06	10013.0	0.49002	0.999999	-1.57e-06	0.7616543150848674	0.4787473105426727	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TCN2	shared_core	1.92365187112533	1.0976405104078e-06	1.46553307915674	3.8834969717571815e-09	0.799445107217855	0.033573547379189	0.458118791968595	0.267970587882188	1.0	17346.0	0.9484389523757449				False	False	20196.0	0.97162	0.999999	-2.13e-06	6451.0	0.30329	0.965273	-2.13e-06	0.9655765920826161	0.3084241728820042	7720.0	0.37472	0.999997	-2.05e-06	6944.0	0.33172	0.986036	-2.05e-06	0.3691130767391824	0.33201051876643556	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TDRD7	influenza_amplified	1.20864215613657	1.80046811729815e-08	0.729999124972036	7.98176200342682e-08	1.13456636550498	0.0019971725705135	0.478643031164538	0.0150214289619364	1.0	17357.0	0.9490404068019028				False	False	903.0	0.045348	0.999999	-3.83e-06	19235.0	0.93524	0.999988	-3.83e-06	0.04317269076305221	0.9196309045706637	909.0	0.045867	0.999997	1.62e-06	19034.0	0.92864	0.999999	1.62e-06	0.04346163040879751	0.9100645469758547	False	False	False	False	True	True	False	False	False	False	True	True	False	False	False
TIMD4	RSV_amplified	1.18983472196865	0.0031344225628621	2.27051066798011	7.7800543157013235e-19	1.10636244686695	0.0404802100348659	-1.08067594601146	0.0011212570108123	1.0	17432.0	0.9531412324347969				False	False	8297.0	0.40314	0.999999	3.09e-06	18833.0	0.91728	0.999988	3.09e-06	0.3966819659590744	0.9004111684834576	15312.0	0.73979	0.999997	-7.17e-07	16361.0	0.81063	0.999999	-7.17e-07	0.7321061439158498	0.7822615347836481	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TLR2	influenza_amplified	0.896964127251668	0.0010066489577428	0.354721922465894	0.0430530521160123	0.884826583461387	0.0432819223414268	0.542242204785775	0.0246883484004081	1.0	17450.0	0.9541254305866914				False	False	3143.0	0.15391	0.999999	-2.5e-07	8386.0	0.40447	0.995408	-2.5e-07	0.15026773761713522	0.4009370816599732	9290.0	0.44978	0.999997	-1.05e-06	10721.0	0.52716	0.999999	-1.05e-06	0.44417881902940476	0.5125986134353335	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TLR5	shared_core	0.943114945104155	0.0014181286752709	0.760806438163639	1.79314288294298e-05	1.25502154480937	0.0031556754105376	0.182308506940515	0.590731401011688	1.0	17453.0	0.9542894636120072				False	False	1472.0	0.073365	0.999999	4.96e-07	10430.0	0.50591	0.999988	4.96e-07	0.07037674507554026	0.49866131191432395	17678.0	0.84982	0.999997	-2.62e-06	6808.0	0.32498	0.985371	-2.62e-06	0.8452306956729619	0.32550800860626344	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
TNFAIP6	shared_core	1.35248441419493	0.0019807496042913	1.12322678073333	1.768935069718e-05	1.67055000776822	0.0014870747830483	0.229257633461609	0.657977819305693	1.0	17586.0	0.9615615944010061				False	False	1896.0	0.093624	0.999999	2.48e-06	20069.0	0.96895	0.999988	2.48e-06	0.09064830751577739	0.9595046854082999	7249.0	0.35202	0.999997	-3.23e-06	14251.0	0.70702	0.999999	-3.23e-06	0.3465933540521157	0.6813770021515658	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
TNFSF10	shared_core	1.06436185859724	0.0003020918380308	1.04617802748867	7.1284528870790515e-09	1.39871121628669	0.0014870747830483	0.0181838311085691	0.966595355063254	1.0	17600.0	0.9623270818524796				False	False	18767.0	0.90507	0.999999	-6.46e-06	16808.0	0.82337	0.999988	-6.46e-06	0.8972556894243642	0.8035953337158156	19693.0	0.94739	0.999997	-3.84e-06	2845.0	0.12524	0.904339	-3.84e-06	0.9415730337078652	0.136026775041836	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TNFSF13B	shared_core	1.42215043788842	2.76482881620581e-05	1.05928355999215	4.41506877535371e-07	1.49061892403873	0.0029036572278948	0.36286687789627	0.309007251510766	0.45411138	2253.0	0.12318880201213844				False	False	17312.0	0.83583	0.999999	-7.14e-06	6625.0	0.31257	0.968952	-7.14e-06	0.8276917192579843	0.3167431631287053	20158.0	0.96823	0.999997	-3.92e-06	13809.0	0.68436	0.999999	-3.92e-06	0.963805880946689	0.6602438441310065	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TOM1	shared_core	0.566617519530919	0.0019220245926685	0.388056653231844	0.0004392486623334	0.735344857920007	0.0304197025729072	0.178560866299074	0.344324949856507	0.32633746	1268.0	0.06933129203346274	0.996744351594	0.983115336989459	0.914079049936063	False	False	3057.0	0.14962	0.999999	9.79e-06	17463.0	0.85236	0.999988	9.79e-06	0.1461560527825588	0.8349110728628801	19653.0	0.9456	0.999997	-1.34e-06	2812.0	0.12362	0.904339	-1.34e-06	0.9396605307195792	0.13444896007650012	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False
TOP2A	shared_core	0.860435593618857	0.0042591004479144	1.19273843692244	4.314552120710239e-11	1.03073499175294	0.0428959176392	-0.332302843303581	0.264489362026892	0.05386624	136.0	0.007436163814314616	0.443328517437	0.175137363545681	0.0327241222341017	False	False	18906.0	0.91196	0.999999	-4.37e-06	599.0	0.023218	0.786118	-4.37e-06	0.9039013195639701	0.028638362975712373	18571.0	0.89266	0.999997	-3.17e-06	732.0	0.025795	0.704023	-3.17e-06	0.8879273248864451	0.03499880468563232	True	True	True	False	False	False	False	True	True	False	False	False	False	True	True
TRIM21	shared_core	0.741842533988488	0.0001964288592632	0.565615225668551	3.26645080609225e-06	0.798475390007565	0.0050855771292399	0.176227308319937	0.412684038484513	0.63565724	4751.0	0.25977363442506424	0.745572864757			False	False	8722.0	0.42304	0.999999	-8.3e-08	5247.0	0.24278	0.954299	-8.3e-08	0.4170013386880857	0.2508605851979346	16782.0	0.80892	0.999997	1.01e-06	15626.0	0.77591	0.999999	1.01e-06	0.8023906287353574	0.7471192923738943	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TRIM22	influenza_amplified	1.3867550527311	9.32454684668072e-08	0.803467641177969	1.03625786392452e-06	1.03767959728156	0.0135870430401144	0.583287411553133	0.0143716332232847	0.87635518	11643.0	0.6366121712504784				False	False	12732.0	0.61566	0.999999	1.41e-06	19043.0	0.92742	0.999988	1.41e-06	0.6087205966724039	0.9104513291260279	19248.0	0.92486	0.999997	-1.98e-06	4939.0	0.22942	0.956812	-1.98e-06	0.9202964379631843	0.23614630647860388	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
TRIM25	influenza_amplified	1.01615859992467	2.69025841392088e-06	0.360929534976748	0.0100665990320353	1.12713879482129	0.0031746278180993	0.655229064947921	0.0004109409501792	1.0	17660.0	0.9656077423587949	0.843324813219			False	False	7558.0	0.36889	0.999999	-8.52e-06	2432.0	0.10739	0.905859	-8.52e-06	0.3613501625549818	0.11627462229871868	9979.0	0.48169	0.999997	2.34e-07	15474.0	0.76899	0.999999	2.34e-07	0.4771216830026297	0.7398517810184079	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
