screen	TF	evaluable_targets_n	observed_mean_normalized_rank	observed_median_normalized_rank	null_mean_normalized_rank	rank_enrichment_ratio	empirical_p_one_sided	fraction_top_1pct	fraction_top_5pct	fraction_top_10pct	n_permutations	FDR_within_screen
RSV_P02_early_POS	PPARG	43	0.5460791115736477	0.5424077261426659	0.500073698893025	0.9157532091860318	0.8493150684931506	0.0	0.0	0.06976744186046512	10000	0.9951004899510048
RSV_P02_early_POS	REL	14	0.6615065704996859	0.7057993880283038	0.5001727833101112	0.7561115877236002	0.9831016898310169	0.0	0.0	0.0	10000	0.9951004899510048
RSV_P02_early_POS	RELA	72	0.5224562270245001	0.5261283228150697	0.4997845882870104	0.9566056684468868	0.7461253874612539	0.013888888888888888	0.041666666666666664	0.1388888888888889	10000	0.9951004899510048
RSV_P02_early_POS	SP1	181	0.5308952199220455	0.5660260087970931	0.500112470217624	0.94201727845856	0.9252074792520748	0.0055248618784530384	0.055248618784530384	0.09392265193370165	10000	0.9951004899510048
RSV_P02_early_POS	SP3	55	0.48591682748309256	0.4143239625167336	0.49974219023279254	1.0284521176624224	0.35796420357964204	0.0	0.01818181818181818	0.05454545454545454	10000	0.9951004899510048
RSV_P02_early_POS	SPI1	60	0.5274964939121565	0.5113310384394723	0.5005057569165551	0.9488323859834107	0.7631236876312368	0.016666666666666666	0.05	0.08333333333333333	10000	0.9951004899510048
RSV_P02_early_POS	STAT1	54	0.5988344914047725	0.6439806846433352	0.49889578871039714	0.8331113118418835	0.9951004899510049	0.0	0.018518518518518517	0.07407407407407407	10000	0.9951004899510048
RSV_P02_early_POS	STAT2	11	0.5480493402180149	0.5774526678141136	0.5009822258731897	0.9141188376832974	0.7006299370062994	0.0	0.0	0.09090909090909091	10000	0.9951004899510048
RSV_P02_early_POS	STAT3	57	0.5683737456090024	0.6042264295276344	0.5001089774301887	0.8798945786884134	0.9633036696330367	0.0	0.03508771929824561	0.05263157894736842	10000	0.9951004899510048
RSV_P02_early_POS	STAT5B	10	0.710025817555938	0.6725951424746606	0.5005917493784662	0.7050331649933674	0.9895010498950105	0.0	0.0	0.0	10000	0.9951004899510048
